Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Soil_Type
49,-1.8061669080179954,9,1,2465.0,11728,1.5239955840336576,-0.30249289499441995,-0.2709069462005615,4.757809330628803,2
50,-1.8061669080179954,9,1,433.0,26,1.5239955840336576,-0.30417623235080543,-0.2733408969874014,0.06004618937644342,2
51,-1.8061669080179954,9,1,10071.0,6974,1.5239955840336576,-0.296191977704721,-0.26179640009588434,0.6924833680865853,2
53,-1.8061669080179954,5,1,84698.0,110054,1.5239955840336576,-0.23436992214616695,-0.17240740139042252,1.2993695246641006,2
0,-1.8061669080179954,9,7,93100.0,133342,0.10660027181563177,-0.22740958727000993,-0.1623433981861762,1.4322448979591837,1
1,-1.8061669080179954,3,7,421810.0,98473,0.10660027181563177,0.04489839620316064,0.23138886713967566,0.23345345060572295,1
2,-1.8061669080179954,3,7,301149.0,132056,0.10660027181563177,-0.05505887188681607,0.08685986325636631,0.4385071841513669,1
2,-1.8061669080179954,7,7,820.0,662,0.10660027181563177,-0.30385563611216315,-0.2728773443523093,0.8073170731707318,1
5,-1.8061669080179954,3,7,3825.0,924,0.10660027181563177,-0.30136625188187843,-0.2692779240203931,0.2415686274509804,1
6,-1.8061669080179954,9,7,21230.0,1214,0.10660027181563177,-0.28694770528350744,-0.24843003354551718,0.05718323127649552,1
10,-1.8061669080179954,9,7,17317.0,2853,0.10660027181563177,-0.29018928947422423,-0.25311706574478116,0.16475140035802968,1
13,-1.8061669080179954,3,7,186579.0,139206,0.10660027181563177,-0.1499702699779029,-0.05037327731855642,0.7460968276172559,1
13,-1.8061669080179954,5,7,4565.0,7895,0.10660027181563177,-0.30075322548240735,-0.26839154430471324,1.7294633077765609,1
14,-1.8061669080179954,9,7,5061.0,3799,0.10660027181563177,-0.30034233211195105,-0.26779743033312237,0.7506421655799249,1
15,-1.8061669080179954,3,7,3619.0,4745,0.10660027181563177,-0.3015369051768664,-0.26952467296827154,1.3111356728378005,1
17,-1.8061669080179954,3,7,847666.0,525562,0.10660027181563177,0.3976834913020335,0.741483624167469,0.6200107117661909,1
17,-1.8061669080179954,5,7,192416.0,181071,0.10660027181563177,-0.14513481714856122,-0.04338165785852478,0.941039206718776,1
19,-1.8061669080179954,3,7,178872.0,80124,0.10660027181563177,-0.1563548570869891,-0.05960480227631961,0.4479404266738226,1
19,-1.8061669080179954,5,7,163173.0,82572,0.10660027181563177,-0.16936012931036318,-0.07840922816342542,0.5060396021400599,1
20,-1.8061669080179954,3,7,389690.0,516093,0.10660027181563177,0.018289736809901373,0.19291519623746284,1.3243680874541301,1
20,-1.8061669080179954,5,7,1501172.0,722773,0.10660027181563177,0.9390570452954214,1.5242599248094821,0.481472476171951,1
20,-1.8061669080179954,7,7,6137.0,15135,0.10660027181563177,-0.2994509585905579,-0.2665085863141068,2.466188691543099,1
24,-1.8061669080179954,3,7,502797.0,1391132,0.10660027181563177,0.1119891651409528,0.328395940158278,2.7667865957831888,1
24,-1.8061669080179954,5,7,48844.0,98932,0.10660027181563177,-0.2640718796145952,-0.21535369642553887,2.0254688395708786,1
24,-1.8061669080179954,7,7,9730.0,20893,0.10660027181563177,-0.2964744668969097,-0.262204853451353,2.1472764645426516,1
38,-1.8061669080179954,3,7,897921.0,1214282,0.10660027181563177,0.4393154395526014,0.8016795871559717,1.3523260955028338,1
38,-1.8061669080179954,5,7,27104.0,33696,0.10660027181563177,-0.28208160113419223,-0.24139409509970158,1.243211334120425,1
38,-1.8061669080179954,7,7,13521.0,25035,0.10660027181563177,-0.29333394922070033,-0.2576639541241336,1.8515642334146882,1
40,-1.8061669080179954,3,7,1031530.0,2340493,0.10660027181563177,0.5499990128052157,0.9617178404428254,2.2689529146025804,1
40,-1.8061669080179954,5,7,53889.0,109350,0.10660027181563177,-0.25989253071549834,-0.20931074282337003,2.0291710738740747,1
40,-1.8061669080179954,7,7,268044.0,762759,0.10660027181563177,-0.08248351912261451,0.04720634908395802,2.8456484756234053,1
46,-1.8061669080179954,9,7,308857.0,28999269,0.10660027181563177,-0.0486734563636765,0.09609258602455609,93.89221872905584,1
51,-1.8061669080179954,9,7,4342.0,24108,0.10660027181563177,-0.300937961816302,-0.26865865602984373,5.552280055274068,1
53,-1.8061669080179954,5,7,250698.0,118512,0.10660027181563177,-0.09685318929183849,0.026429129424251234,0.4727281430246751,1
0,-1.8061669080179954,9,8,76145.0,93995,3.6933491841022814,-0.24145534754437825,-0.18265227396908462,1.234421170135925,3
5,-1.8061669080179954,9,8,173855.0,55520,3.6933491841022814,-0.16051101039259247,-0.06561421718654381,0.3193465819217164,3
7,-1.8061669080179954,9,8,96073.0,74142,3.6933491841022814,-0.2249467122894321,-0.158782307787911,0.7717256669407638,3
9,-1.8061669080179954,9,8,884344.0,5210000000,3.6933491841022814,0.4280680619504134,0.7854169149940992,5891.372588042662,3
49,-1.8061669080179954,9,8,132875.0,2841819,3.6933491841022814,-0.19445941829843816,-0.11470048846838315,21.38716086547507,3
0,-1.8061669080179954,9,15,8058.0,12423,1.1654471330647802,-0.29785957519409306,-0.2642075924846189,1.5416976917349219,0
1,-1.8061669080179954,9,15,3630.0,2181,1.1654471330647802,-0.3015277926222796,-0.26951149705357896,0.6008264462809917,0
2,-1.8061669080179954,3,15,207.0,95,1.1654471330647802,-0.30436345392686015,-0.2736116021438117,0.45893719806763283,0
4,-1.8061669080179954,9,15,6116.0,5034,1.1654471330647802,-0.29946835528567806,-0.26653374033306526,0.8230869849574886,0
6,-1.8061669080179954,9,15,2674.0,7,1.1654471330647802,-0.30231975645727205,-0.2706566038214033,0.002617801047120419,0
8,-1.8061669080179954,9,15,660.0,46,1.1654471330647802,-0.3039881823606974,-0.2730689940205644,0.0696969696969697,0
9,-1.8061669080179954,9,15,24273.0,306202300,1.1654471330647802,-0.2844268413191959,-0.24478509641739038,12614.934289127837,0
11,-1.8061669080179954,3,15,26000.0,52000,1.1654471330647802,-0.28299617024907886,-0.2427164778106618,2.0,0
13,-1.8061669080179954,9,15,64034.0,55569,1.1654471330647802,-0.2514882701443708,-0.19715895604556963,0.867804603804229,0
16,-1.8061669080179954,5,15,25485.0,16994,1.1654471330647802,-0.2834228034865486,-0.24333335018035795,0.6668236217382775,0
17,-1.8061669080179954,9,15,29615.0,38672,1.1654471330647802,-0.28000145344625715,-0.23838639311852297,1.3058247509707919,0
19,-1.8061669080179954,3,15,5645.0,2556,1.1654471330647802,-0.29985853830480086,-0.2670979090439912,0.4527900797165633,0
20,-1.8061669080179954,9,15,948.0,450,1.1654471330647802,-0.3037495991133357,-0.27272402461770523,0.47468354430379744,0
21,-1.8061669080179954,3,15,641574.0,7549700,1.1654471330647802,0.2269539822212247,0.4946244777297718,11.767465639193608,0
22,-1.8061669080179954,5,15,25261.0,28460,1.1654471330647802,-0.2836083682344966,-0.24360165971591508,1.1266379003206524,0
23,-1.8061669080179954,9,15,16486.0,4210,1.1654471330647802,-0.2908777015525492,-0.2541124462092811,0.255368191192527,0
24,-1.8061669080179954,9,15,35469.0,130390,1.1654471330647802,-0.2751519175780087,-0.23137441088123925,3.676167921283374,0
25,-1.8061669080179954,5,15,51202.0,35040,1.1654471330647802,-0.2621184792768211,-0.21252925943962922,0.684348267645795,0
26,-1.8061669080179954,3,15,9689.0,89000,1.1654471330647802,-0.2965084318730966,-0.2622539636788434,9.185674476210135,0
27,-1.8061669080179954,3,15,1490.0,711,1.1654471330647802,-0.3033005986964258,-0.2720748113664911,0.4771812080536913,0
27,-1.8061669080179954,5,15,3269.0,1710,1.1654471330647802,-0.3018268500955351,-0.26994390661757955,0.5230957479351483,0
27,-1.8061669080179954,7,15,9959.0,303,1.1654471330647802,-0.296284760078695,-0.26193055486366296,0.030424741439903605,0
29,-1.8061669080179954,5,15,50808100.0,38657300,1.1654471330647802,41.785609127834014,60.58461238654984,0.7608491559416707,0
29,-1.8061669080179954,9,15,6512.0,3522,1.1654471330647802,-0.2991403033205557,-0.26605940740413386,0.5408476658476659,0
34,-1.8061669080179954,3,15,1279.0,725,1.1654471330647802,-0.3034753940616804,-0.27232754936650244,0.5668491008600469,0
37,-1.8061669080179954,9,15,284015.0,5581553,1.1654471330647802,-0.06925291827673209,0.06633657940709749,19.65231765927856,0
38,-1.8061669080179954,1,15,12607.0,15330,1.1654471330647802,-0.2940911196654525,-0.2587587528540409,1.2159911160466408,0
39,-1.8061669080179954,9,15,327123.0,250950,1.1654471330647802,-0.033541645265380345,0.1179717912767298,0.7671426344219147,0
40,-1.8061669080179954,1,15,423121.0,751970,1.1654471330647802,0.045984447027088475,0.23295919660894096,1.7771984845942415,0
40,-1.8061669080179954,7,15,1206829.0,3569520,1.1654471330647802,0.6952191676804095,1.1716928104144007,2.957767836205461,0
40,-1.8061669080179954,11,15,4270328.0,8915100,1.1654471330647802,3.2330647922807083,4.841183854475981,2.087685067751236,0
41,-1.8061669080179954,9,15,10800.0,3000,1.1654471330647802,-0.2955880638598366,-0.260923196294897,0.2777777777777778,0
42,-1.8061669080179954,9,15,2015.0,9073,1.1654471330647802,-0.3028656813184227,-0.271445960892529,4.50272952853598,0
43,-1.8061669080179954,9,15,127913.0,88943,1.1654471330647802,-0.1985700088311079,-0.12064402380514468,0.6953398012711764,0
44,-1.8061669080179954,9,15,5046.0,3222,1.1654471330647802,-0.3003547583227511,-0.2678153974895213,0.638525564803805,0
45,-1.8061669080179954,3,15,1555.0,1172,1.1654471330647802,-0.3032467517829587,-0.2719969536887624,0.7536977491961415,0
46,-1.8061669080179954,9,15,25797.0,1818700,1.1654471330647802,-0.2831643383019067,-0.24295963332726048,70.50044578826996,0
47,-1.8061669080179954,9,15,278.0,1,1.1654471330647802,-0.3043046365290731,-0.2735265576035235,0.0035971223021582736,0
51,-1.8061669080179954,9,15,12481.0,23556,1.1654471330647802,-0.2941954998361732,-0.25890967696779177,1.8873487701305984,0
52,-1.8061669080179954,3,15,69271.0,44480,1.1654471330647802,-0.24714986574703277,-0.19088602284149467,0.6421157482929364,0
52,-1.8061669080179954,5,15,16694.0,10553,1.1654471330647802,-0.2907053914294546,-0.2538633016405495,0.6321432850125793,0
53,-1.8061669080179954,5,15,367374.0,810480,1.1654471330647802,-0.00019715120441906393,0.1661848587575818,2.206144147381143,0
0,-1.6527750589023698,9,1,74457.0,55355,2.0713012799710375,-0.2405010484157138,-0.1904280728680754,0.7434492391581718,2
1,-1.6527750589023698,3,1,7657.0,5389,2.0713012799710375,-0.29794982645281615,-0.2652796328164209,0.703800444038135,2
3,-1.6527750589023698,9,1,41885.0,581884,2.0713012799710375,-0.26851334779033204,-0.22692605206923572,13.892419720663723,2
8,-1.6527750589023698,3,1,1728.0,708,2.0713012799710375,-0.3030488355094326,-0.27192326902800384,0.4097222222222222,2
9,-1.6527750589023698,9,1,20166.0,149866000,2.0713012799710375,-0.28719194075721566,-0.251262893843459,7431.617574134682,2
11,-1.6527750589023698,3,1,1652.0,751,2.0713012799710375,-0.3031141963946245,-0.2720084294854301,0.45460048426150124,2
13,-1.6527750589023698,9,1,14724.0,9690,2.0713012799710375,-0.2918721241416155,-0.2573608308081131,0.6581092094539527,2
16,-1.6527750589023698,5,1,3002.0,1503,2.0713012799710375,-0.3019531806708208,-0.2704957108337794,0.5006662225183212,2
21,-1.6527750589023698,3,1,78702.0,687173,2.0713012799710375,-0.23685029897308654,-0.18567141310788488,8.731328301695001,2
23,-1.6527750589023698,5,1,10222.0,5212,2.0713012799710375,-0.2957438965775891,-0.2624054673782846,0.5098806495793387,2
24,-1.6527750589023698,3,1,19810.0,13965,2.0713012799710375,-0.2874981049036409,-0.25166180335456095,0.7049469964664311,2
26,-1.6527750589023698,3,1,5260.0,25623,2.0713012799710375,-0.3000112743713032,-0.26796554882235185,4.871292775665399,2
29,-1.6527750589023698,3,1,8753.0,4478,2.0713012799710375,-0.297007253687417,-0.26405152937774745,0.5115960242202673,2
31,-1.6527750589023698,9,1,8083.0,18341,2.0713012799710375,-0.29758346149108256,-0.2648022860419,2.269083261165409,2
32,-1.6527750589023698,5,1,116141.0,62330,2.0713012799710375,-0.2046523229112441,-0.14371980303444015,0.5366752481897005,2
37,-1.6527750589023698,9,1,76958.0,611077,2.0713012799710375,-0.23835015928591152,-0.18762562149935066,7.940396060188674,2
39,-1.6527750589023698,5,1,288829.0,135631,2.0713012799710375,-0.05613863156886191,0.04978268475537856,0.4695892725453469,2
40,-1.6527750589023698,1,1,594979.0,520605,2.0713012799710375,0.20715393424040288,0.39283365897971956,0.8749972688111681,2
40,-1.6527750589023698,7,1,223913.0,446114,2.0713012799710375,-0.11196714766252265,-0.022957792274663335,1.992354173272655,2
40,-1.6527750589023698,11,1,1635230.0,2288114,2.0713012799710375,1.1017819103163573,1.5584685405340064,1.3992612659992785,2
43,-1.6527750589023698,3,1,15940.0,8210,2.0713012799710375,-0.2908263499785449,-0.25599826348929294,0.5150564617314931,2
44,-1.6527750589023698,3,1,10547.0,5450,2.0713012799710375,-0.2954643927922289,-0.26204129436955387,0.5167346164786195,2
46,-1.6527750589023698,9,1,30571.0,1223578,2.0713012799710375,-0.2782435195674544,-0.23960375490240313,40.02414052533447,2
48,-1.6527750589023698,9,1,9433.0,32437,2.0713012799710375,-0.29642244576727883,-0.2632895673902493,3.4386727446199514,2
49,-1.6527750589023698,9,1,2798.0,13261,2.0713012799710375,-0.3021286230468623,-0.27072429943002885,4.739456754824875,2
50,-1.6527750589023698,9,1,1465.0,732,2.0713012799710375,-0.30327501857266254,-0.2722179690319921,0.49965870307167237,2
51,-1.6527750589023698,9,1,10729.0,7416,2.0713012799710375,-0.29530787067242725,-0.26183735748466463,0.6912107372541709,2
53,-1.6527750589023698,5,1,89591.0,90509,2.0713012799710375,-0.2274856321460505,-0.17346993651690382,1.0102465649451395,2
0,-1.6527750589023698,9,7,98047.0,648365,0.09594316420496975,-0.22021337365680294,-0.16399471509589766,6.612797943843259,1
1,-1.6527750589023698,3,7,475396.0,221453,0.09594316420496975,0.10431116142586973,0.25883704081650094,0.46582848824979595,1
2,-1.6527750589023698,3,7,415816.0,282231,0.09594316420496975,0.053071667481999096,0.19207572432365028,0.678740115820459,1
2,-1.6527750589023698,5,7,451.0,536,0.09594316420496975,-0.3041470703829862,-0.27335418881923196,1.188470066518847,1
2,-1.6527750589023698,7,7,846.0,498,0.09594316420496975,-0.30380736578231776,-0.2729115785470823,0.5886524822695035,1
5,-1.6527750589023698,9,7,4387.0,10342,0.09594316420496975,-0.30076206453936294,-0.26894377355041926,2.357419648962845,1
6,-1.6527750589023698,9,7,20218.0,1153,0.09594316420496975,-0.287147220151558,-0.2512046261620621,0.057028390543080426,1
8,-1.6527750589023698,3,7,27246.0,23245,0.09594316420496975,-0.2811030582946006,-0.24332952491480206,0.8531527563679072,1
9,-1.6527750589023698,9,7,310399.0,1611530000,0.09594316420496975,-0.03758818033742033,0.07395256721175301,5191.801519979123,1
10,-1.6527750589023698,9,7,17935.0,2982,0.09594316420496975,-0.2891106267422572,-0.25376280148185365,0.16626707555059939,1
11,-1.6527750589023698,3,7,636495.0,976876,0.09594316420496975,0.2428581777881325,0.43935367938114933,1.5347740359311541,1
13,-1.6527750589023698,9,7,170319.0,146498,0.09594316420496975,-0.15805861188588288,-0.08301160221286136,0.8601389157991768,1
14,-1.6527750589023698,9,7,3574.0,3034,0.09594316420496975,-0.3014612540085869,-0.2698547663384133,0.8489087856743145,1
15,-1.6527750589023698,3,7,3896.0,51169,0.09594316420496975,-0.3011843302581686,-0.2694939549266863,13.133726899383984,1
16,-1.6527750589023698,5,7,355326.0,202508,0.09594316420496975,0.0010495629391200348,0.12429472340635354,0.5699217057012433,1
17,-1.6527750589023698,3,7,1012577.0,929016,0.09594316420496975,0.5662930781137242,0.8607657208256655,0.917476893115289,1
17,-1.6527750589023698,5,7,217445.0,263118,0.09594316420496975,-0.11752970299701332,-0.030205395414571977,1.2100439191519694,1
19,-1.6527750589023698,3,7,189486.0,90718,0.09594316420496975,-0.14157476864281188,-0.06153435895642515,0.47875832515330946,1
19,-1.6527750589023698,5,7,134779.0,62084,0.09594316420496975,-0.18862342582957475,-0.1228353213829841,0.46063555895206226,1
20,-1.6527750589023698,3,7,420808.0,616645,0.09594316420496975,0.05736484562513107,0.1976694217377542,1.4653832626756145,1
20,-1.6527750589023698,5,7,1420162.0,1003450,0.09594316420496975,0.9168209253630111,1.3174778924057013,0.7065743203944339,1
20,-1.6527750589023698,7,7,8897.0,23144,0.09594316420496975,-0.29688341201021123,-0.26389017272157134,2.6013262897605935,1
23,-1.6527750589023698,5,7,19806.0,6441,0.09594316420496975,-0.28750154495022995,-0.2516662854838992,0.32520448348985154,1
24,-1.6527750589023698,3,7,450472.0,1542607,0.09594316420496975,0.0828762311295114,0.23090889291002548,3.4244237155694472,1
24,-1.6527750589023698,5,7,49922.0,101605,0.09594316420496975,-0.26160143418128723,-0.2179203336964086,2.0352750290453105,1
24,-1.6527750589023698,7,7,11974.0,27080,0.09594316420496975,-0.294237156171586,-0.26044229472814234,2.2615667279104725,1
27,-1.6527750589023698,3,7,311720.0,61227,0.09594316420496975,-0.036452104951387204,0.07543279042570157,0.19641665597330937,1
27,-1.6527750589023698,5,7,15627.0,7005,0.09594316420496975,-0.2910955336241379,-0.256348990110009,0.4482626223843348,1
29,-1.6527750589023698,3,7,41853.0,8104,0.09594316420496975,-0.2685408681630444,-0.2269619091039415,0.1936300862542709,1
31,-1.6527750589023698,3,7,79921.0,362053,0.09594316420496975,-0.23580194477507416,-0.18430548419206103,4.530136009309193,1
31,-1.6527750589023698,5,7,8882.0,91057,0.09594316420496975,-0.2968963121849202,-0.26390698070658974,10.251857689709524,1
31,-1.6527750589023698,7,7,4797.0,55339,0.09594316420496975,-0.3004094597639855,-0.26848435529325126,11.536168438607463,1
36,-1.6527750589023698,3,7,1730.0,15872,0.09594316420496975,-0.3030471154861381,-0.2719210279633347,9.17456647398844,1
36,-1.6527750589023698,5,7,494.0,4882,0.09594316420496975,-0.30411008988215393,-0.2733060059288461,9.882591093117409,1
36,-1.6527750589023698,7,7,1583.0,13707,0.09594316420496975,-0.3031735371982856,-0.27208574621651443,8.658875552747947,1
37,-1.6527750589023698,3,7,28755.0,317052,0.09594316420496975,-0.2798053007188822,-0.24163864162195695,11.025978090766824,1
37,-1.6527750589023698,5,7,4173.0,82124,0.09594316420496975,-0.300946107031877,-0.26918356747001426,19.679846633117663,1
37,-1.6527750589023698,7,7,1137.0,19387,0.09594316420496975,-0.30355710239296446,-0.2725855036377265,17.051011433597186,1
37,-1.6527750589023698,9,7,268.0,3910,0.09594316420496975,-0.30430445251443516,-0.2735592462364557,14.58955223880597,1
38,-1.6527750589023698,3,7,986173.0,1664767,0.09594316420496975,0.5435853305794182,0.8311791850640469,1.688108475896217,1
38,-1.6527750589023698,5,7,33833.0,45301,0.09594316420496975,-0.27543816157408574,-0.2359485784270812,1.338959004522212,1
38,-1.6527750589023698,7,7,10673.0,24008,0.09594316420496975,-0.2953560313246739,-0.2619001072953998,2.2494144101939475,1
39,-1.6527750589023698,3,7,6673.0,1790,0.09594316420496975,-0.298796077913722,-0.2663822366336241,0.2682451670912633,1
40,-1.6527750589023698,3,7,1079193.0,2599170,0.09594316420496975,0.6235836140077304,0.9354111028244525,2.408438527677626,1
40,-1.6527750589023698,5,7,51782.0,106072,0.09594316420496975,-0.2600018125173799,-0.2158361435541343,2.0484338187014792,1
40,-1.6527750589023698,7,7,295830.0,951569,0.09594316420496975,-0.050117690026380564,0.057627531629605586,3.2166075110705474,1
41,-1.6527750589023698,5,7,97487.0,58727,0.09594316420496975,-0.22069498017926967,-0.1646222132032491,0.6024085262650405,1
43,-1.6527750589023698,3,7,115250.0,46673,0.09594316420496975,-0.20541859328895457,-0.14471819734452962,0.40497180043383946,1
45,-1.6527750589023698,3,7,65309.0,70294,0.09594316420496975,-0.24836843496486669,-0.20067870266459434,1.076329449233643,1
47,-1.6527750589023698,3,7,430676.0,127090,0.09594316420496975,0.06585144056031259,0.20872683481515344,0.29509422396418655,1
47,-1.6527750589023698,5,7,359514.0,112736,0.09594316420496975,0.00465129171785339,0.12898751282347437,0.3135788870530772,1
47,-1.6527750589023698,7,7,43156.0,24211,0.09594316420496975,-0.267420272986662,-0.22550185547201496,0.5610112151265177,1
51,-1.6527750589023698,9,7,5007.0,25386,0.09594316420496975,-0.3002288573180605,-0.2682490435029945,5.07010185739964,1
53,-1.6527750589023698,5,7,268981.0,219433,0.09594316420496975,-0.0732081427437183,0.02754235897910968,0.8157936805945402,1
0,-1.6527750589023698,9,8,73639.0,68479,3.5110945810657084,-0.24120453794317412,-0.19134466831774227,0.9299284346609813,3
3,-1.6527750589023698,9,8,30521.0,386588,3.5110945810657084,-0.27828652014981753,-0.23965978151913092,12.666295337636381,3
5,-1.6527750589023698,9,8,182384.0,68510,3.5110945810657084,-0.1476825713616667,-0.06949237959644237,0.3756360207035705,3
6,-1.6527750589023698,9,8,41449.0,4990,3.5110945810657084,-0.26888831286853826,-0.22741460416710219,0.12038891167458805,3
7,-1.6527750589023698,9,8,91268.0,51336,3.5110945810657084,-0.22604339261359213,-0.1715908037918533,0.5624753473287462,3
9,-1.6527750589023698,9,8,882288.0,5132000000,3.5110945810657084,0.4542430206036041,0.7147726834886896,5816.694775402137,3
11,-1.6527750589023698,3,8,10999.0,17752,3.5110945810657084,-0.2950756675276665,-0.2615348137543345,1.6139649059005363,3
13,-1.6527750589023698,9,8,297.0,288,3.5110945810657084,-0.30427951217666455,-0.27352675079875355,0.9696969696969697,3
14,-1.6527750589023698,9,8,742.0,12614,3.5110945810657084,-0.303896806993633,-0.27302811390987614,17.0,3
15,-1.6527750589023698,9,8,11107.0,39362,3.5110945810657084,-0.2949827862697622,-0.26141379626220246,3.5438912397587106,3
17,-1.6527750589023698,3,8,7021.0,5219,3.5110945810657084,-0.29849679386047484,-0.26599229138119856,0.7433414043583535,3
20,-1.6527750589023698,3,8,2177.0,1108,3.5110945810657084,-0.30266269027981196,-0.27142015000978814,0.5089572806614607,3
38,-1.6527750589023698,3,8,1157.0,936,3.5110945810657084,-0.3035399021600192,-0.27256309299103537,0.8089887640449438,3
40,-1.6527750589023698,1,8,120217.0,235849,3.5110945810657084,-0.20114691543700414,-0.1391525132387896,1.9618606353510735,3
40,-1.6527750589023698,7,8,57700.0,144872,3.5110945810657084,-0.2549122635888833,-0.20920483319823147,2.5107798960138648,3
40,-1.6527750589023698,11,8,174714.0,346022,3.5110945810657084,-0.15427886069616634,-0.07808686260248744,1.9805052829195142,3
43,-1.6527750589023698,3,8,3303.0,1057,3.5110945810657084,-0.30169431716499495,-0.270158430601078,0.3200121102028459,3
46,-1.6527750589023698,9,8,6160.0,472160,3.5110945810657084,-0.29923726388876737,-0.2669570697212514,76.64935064935065,3
48,-1.6527750589023698,9,8,1099.0,11924,3.5110945810657084,-0.3035897828355604,-0.2726280838664396,10.849863512283894,3
49,-1.6527750589023698,9,8,112774.0,2630155,3.5110945810657084,-0.2075479821275753,-0.14749263540489044,23.322352669941655,3
50,-1.6527750589023698,9,8,41.0,228,3.5110945810657084,-0.3044996751583637,-0.27381360707639996,5.560975609756097,3
51,-1.6527750589023698,9,8,3706.0,8034,3.5110945810657084,-0.3013477324711484,-0.2697068560702519,2.167835941716136,3
0,-1.6527750589023698,9,15,8239.0,13665,1.7066114449553378,-0.29744929967410966,-0.2646274829977093,1.658575069790023,0
1,-1.6527750589023698,3,15,2606.0,1672,1.7066114449553378,-0.3022937452831366,-0.2709394416382636,0.6415963161933999,0
2,-1.6527750589023698,3,15,175.0,84,1.7066114449553378,-0.3043844335976305,-0.27366345574356943,0.48,0
4,-1.6527750589023698,5,15,5938.0,5910,1.7066114449553378,-0.29942818647445957,-0.2672058278995228,0.9952846076119906,0
6,-1.6527750589023698,9,15,2875.0,690,1.7066114449553378,-0.3020624021500231,-0.270638018440268,0.24,0
8,-1.6527750589023698,5,15,54.0,38,1.7066114449553378,-0.3044884950069492,-0.2737990401560507,0.7037037037037037,0
9,-1.6527750589023698,9,15,24616.0,318174400,1.7066114449553378,-0.2833648889268997,-0.2462765249546845,12925.511862203444,0
11,-1.6527750589023698,3,15,200.0,73,1.7066114449553378,-0.304362933306449,-0.27363544243520554,0.365,0
13,-1.6527750589023698,9,15,64354.0,51303,1.7066114449553378,-0.2491897460880019,-0.20174881104409537,0.7971998632563633,0
15,-1.6527750589023698,3,15,9398.0,18839,1.7066114449553378,-0.296452546174933,-0.2633287860219588,2.0045754415833157,0
16,-1.6527750589023698,5,15,23286.0,18971,1.7066114449553378,-0.28450870441775816,-0.24776683295964408,0.8146955252082797,0
17,-1.6527750589023698,9,15,30157.0,34994,1.7066114449553378,-0.2785995643894209,-0.24006765528890933,1.160393938389097,0
