Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Soil_Type
16,-1.8031893075835466,2,7,192416.0,181071,0.11764235125020783,-0.14589059323538828,-0.04489231395800868,1.133333333,1
18,-1.8031893075835466,1,7,178872.0,80124,0.11764235125020783,-0.15701285269774887,-0.060971533573866,0.45,1
18,-1.8031893075835466,2,7,163173.0,82572,0.11764235125020783,-0.169904786491281,-0.07960913463332732,0.514705882,1
19,-1.8031893075835466,1,7,389690.0,516093,0.11764235125020783,0.01610974737135465,0.1893082154645132,1.228,1
19,-1.8031893075835466,2,7,1501172.0,722773,0.11764235125020783,0.9288527470072673,1.5088418227498295,0.510714286,1
19,-1.8031893075835466,3,7,6137.0,15135,0.11764235125020783,-0.2988618993775229,-0.26603975569030974,2.470909091,1
23,-1.8031893075835466,1,7,502797.0,1391132,0.11764235125020783,0.10899260332301013,0.32358703214280427,2.687777778,1
23,-1.8031893075835466,2,7,48844.0,98932,0.11764235125020783,-0.26379114222608796,-0.21533869011629775,1.98,1
23,-1.8031893075835466,3,7,9730.0,20893,0.11764235125020783,-0.29591134723279006,-0.26177420370568366,2.165714286,1
37,-1.8031893075835466,1,7,897921.0,1214282,0.11764235125020783,0.4334662926175886,0.7926719089514285,1.191333333,1
37,-1.8031893075835466,2,7,27104.0,33696,0.11764235125020783,-0.281643912508997,-0.24114806950560208,1.312222222,1
37,-1.8031893075835466,3,7,13521.0,25035,0.11764235125020783,-0.2927981985601816,-0.25727358929607685,1.847777778,1
39,-1.8031893075835466,1,7,1031530.0,2340493,0.11764235125020783,0.5431852799556378,0.9512903712709116,2.2335,1
39,-1.8031893075835466,2,7,53889.0,109350,0.11764235125020783,-0.25964821554360057,-0.20934934701514593,2.073846154,1
39,-1.8031893075835466,3,7,268044.0,762759,0.11764235125020783,-0.08378528914358317,0.04489203491293471,2.829444444,1
45,-1.8031893075835466,4,7,308857.0,28999269,0.11764235125020783,-0.050269874536574645,0.0933445740580901,91.74736842,1
50,-1.8031893075835466,4,7,4342.0,24108,0.11764235125020783,-0.3003359436580115,-0.2681707509066759,4.452941176,1
52,-1.8031893075835466,2,7,250698.0,118512,0.11764235125020783,-0.09802973041898978,0.024299141863860525,0.548333333,1
0,-1.8031893075835466,4,8,76145.0,93995,3.751367813457625,-0.2413717088547127,-0.1829273807001341,1.147857143,3
5,-1.8031893075835466,4,8,173855.0,55520,3.751367813457625,-0.1611327859318498,-0.06692763552401042,0.240714286,3
7,-1.8031893075835466,4,8,96073.0,74142,3.751367813457625,-0.22500694316024117,-0.15926917865459325,0.589285714,3
48,-1.8031893075835466,4,8,132875.0,2841819,3.751367813457625,-0.1947853400345918,-0.11557843439124559,22.80357143,3
0,-1.8031893075835466,4,15,8058.0,12423,1.1903571953585765,-0.2972843845792953,-0.26375917529441034,1.691764706,0
1,-1.8031893075835466,4,15,3630.0,2181,1.1903571953585765,-0.3009206342026955,-0.26901602588943513,0.777692308,0
2,-1.8031893075835466,1,15,207.0,95,1.1903571953585765,-0.3037315832679392,-0.2730797566000878,0.426666667,0
4,-1.8031893075835466,4,15,6116.0,5034,1.1903571953585765,-0.29887914446381275,-0.26606468655356524,1.68,0
8,-1.8031893075835466,4,15,660.0,46,1.1903571953585765,-0.3033595821208298,-0.2725419622641469,0.07,0
10,-1.8031893075835466,1,15,26000.0,52000,1.1903571953585765,-0.2825505113310913,-0.24245872060246465,2.0,0
12,-1.8031893075835466,4,15,64034.0,55569,1.1903571953585765,-0.25131719647643813,-0.19730536569479207,0.942777778,0
15,-1.8031893075835466,2,15,25485.0,16994,1.1903571953585765,-0.28297342654248503,-0.2430701203442076,0.5975,0
16,-1.8031893075835466,4,15,29615.0,38672,1.1903571953585765,-0.2795818929054834,-0.2381670505706185,1.13,0
18,-1.8031893075835466,1,15,5645.0,2556,1.1903571953585765,-0.2992659271134563,-0.26662385020086804,0.438888889,0
19,-1.8031893075835466,4,15,948.0,450,1.1903571953585765,-0.3031230780802835,-0.27220005328235664,0.482,0
20,-1.8031893075835466,1,15,641574.0,7549700,1.1903571953585765,0.22295552427753002,0.4883408611910789,13.44588235,0
21,-1.8031893075835466,2,15,25261.0,28460,1.1903571953585765,-0.2831573741295766,-0.24333604955226665,1.095882353,0
22,-1.8031893075835466,4,15,16486.0,4210,1.1903571953585765,-0.2903633566149734,-0.2537535888411878,0.251538462,0
23,-1.8031893075835466,4,15,35469.0,130390,1.1903571953585765,-0.2747746198035446,-0.2312172756421462,2.658461538,0
24,-1.8031893075835466,2,15,51202.0,35040,1.1903571953585765,-0.2618547653941147,-0.2125393103278902,0.662352941,0
25,-1.8031893075835466,1,15,9689.0,89000,1.1903571953585765,-0.29594501621078445,-0.2618228782482302,9.154166667,0
26,-1.8031893075835466,1,15,1490.0,711,1.1903571953585765,-0.3026779906150886,-0.2715565995735709,0.548888889,0
26,-1.8031893075835466,2,15,3269.0,1710,1.1903571953585765,-0.3012170854479637,-0.26944459930063747,0.542857143,0
26,-1.8031893075835466,3,15,9959.0,303,1.1903571953585765,-0.2957232936727723,-0.26150233857780186,0.046,0
28,-1.8031893075835466,2,15,50808100.0,38657300,1.1903571953585765,41.41943503529786,60.04523608554254,0.698888889,0
28,-1.8031893075835466,4,15,6512.0,3522,1.1903571953585765,-0.2985539514080615,-0.2655945617036037,0.40375,0
33,-1.8031893075835466,1,15,1279.0,725,1.1903571953585765,-0.3028512626725722,-0.2718070953900908,0.585,0
36,-1.8031893075835466,4,15,284015.0,5581553,1.1903571953585765,-0.07066999042286838,0.06385255001075345,18.23722222,0
37,-1.8031893075835466,0,15,12607.0,15330,1.1903571953585765,-0.2935487704110822,-0.258358675439675,0.986,0
38,-1.8031893075835466,4,15,327123.0,250950,1.1903571953585765,-0.035269934242756075,0.1150296763545498,0.718333333,0
39,-1.8031893075835466,0,15,423121.0,751970,1.1903571953585765,0.04356310355019235,0.22899696258336485,1.837222222,0
39,-1.8031893075835466,3,15,1206829.0,3569520,1.1903571953585765,0.6871398692930814,1.15940253307246,2.843888889,0
39,-1.8031893075835466,5,15,4270328.0,8915100,1.1903571953585765,3.202868660555852,4.796339421285638,1.985555556,0
40,-1.8031893075835466,4,15,10800.0,3000,1.1903571953585765,-0.29503266902659353,-0.2605039168636158,0.2975,0
41,-1.8031893075835466,4,15,2015.0,9073,1.1903571953585765,-0.30224686345784263,-0.27093332799218245,4.598571429,0
42,-1.8031893075835466,4,15,127913.0,88943,1.1903571953585765,-0.19886010756650507,-0.1214692412233398,0.649444444,0
43,-1.8031893075835466,4,15,5046.0,3222,1.1903571953585765,-0.2997578226700093,-0.26733497339563317,0.626666667,0
44,-1.8031893075835466,1,15,1555.0,1172,1.1903571953585765,-0.30262461296704857,-0.27147943261587515,1.196666667,0
45,-1.8031893075835466,4,15,25797.0,1818700,1.1903571953585765,-0.28271721383189313,-0.2426997189472682,67.83625,0
50,-1.8031893075835466,4,15,12481.0,23556,1.1903571953585765,-0.2936522409288212,-0.25850826061920823,1.661111111,0
51,-1.8031893075835466,1,15,69271.0,44480,1.1903571953585765,-0.2470166004335865,-0.19108808327244678,1.825,0
51,-1.8031893075835466,2,15,16694.0,10553,1.1903571953585765,-0.2901925481412455,-0.2535066545765615,0.628333333,0
52,-1.8031893075835466,2,15,367374.0,810480,1.1903571953585765,-0.002216030992647059,0.16281501811162843,1.886666667,0
0,-1.6498923724484698,4,1,74457.0,55355,2.1080755411797076,-0.24042572625821956,-0.1906341960354197,0.784347826,2
1,-1.6498923724484698,1,1,7657.0,5389,2.1080755411797076,-0.2973738493157696,-0.26482170494268203,0.709130435,2
3,-1.6498923724484698,4,1,41885.0,581884,2.1080755411797076,-0.26819390386646086,-0.22680838076786503,13.78826087,2
8,-1.6498923724484698,1,1,1728.0,708,2.1080755411797076,-0.3024284214955333,-0.27140640165392693,0.411428571,2
10,-1.6498923724484698,1,1,1652.0,751,2.1080755411797076,-0.3024932127732634,-0.2714908066041807,0.399130435,2
12,-1.6498923724484698,4,1,14724.0,9690,2.1080755411797076,-0.29134911300367816,-0.256973155160532,0.636956522,2
15,-1.6498923724484698,2,1,3002.0,1503,2.1080755411797076,-0.3013423150767411,-0.26999150814572553,0.460454545,2
20,-1.6498923724484698,1,1,78702.0,687173,2.1080755411797076,-0.23680679239026597,-0.18591973532716627,9.040869565,2
22,-1.6498923724484698,2,1,10222.0,5212,2.1080755411797076,-0.29518714369237714,-0.26197303787161724,0.480909091,2
23,-1.6498923724484698,1,1,19810.0,13965,2.1080755411797076,-0.2870132124966318,-0.25132468704223354,0.608695652,2
25,-1.6498923724484698,1,1,5260.0,25623,2.1080755411797076,-0.29941733211470595,-0.267483792650028,4.9105,2
28,-1.6498923724484698,1,1,8753.0,4478,2.1080755411797076,-0.2964394908895559,-0.2636044967127066,0.520555556,2
30,-1.6498923724484698,4,1,8083.0,18341,2.1080755411797076,-0.2970106771537559,-0.2643485929846806,2.340434783,2
31,-1.6498923724484698,2,1,116141.0,62330,2.1080755411797076,-0.20488941545685854,-0.14434030200412742,0.50826087,2
36,-1.6498923724484698,4,1,76958.0,611077,2.1080755411797076,-0.23829358171081041,-0.18785660681720018,7.230434783,2
38,-1.6498923724484698,2,1,288829.0,135631,2.1080755411797076,-0.057669992184969335,0.04744551443565284,0.473478261,2
39,-1.6498923724484698,0,1,594979.0,520605,2.1080755411797076,0.20332802988193105,0.3874530870697601,1.055652174,2
39,-1.6498923724484698,3,1,223913.0,446114,2.1080755411797076,-0.11301197356826152,-0.024649640178476564,1.685217391,2
39,-1.6498923724484698,5,1,1635230.0,2288114,2.1080755411797076,1.0901594963301269,1.5427469542597088,1.395652174,2
42,-1.6498923724484698,1,1,15940.0,8210,2.1080755411797076,-0.2903124525599958,-0.25562267595647165,0.485217391,2
43,-1.6498923724484698,1,1,10547.0,5450,2.1080755411797076,-0.29491007572839956,-0.26161209565013727,0.521363636,2
45,-1.6498923724484698,4,1,30571.0,1223578,2.1080755411797076,-0.27783927908013034,-0.23937361244116992,39.89304348,2
47,-1.6498923724484698,4,1,9433.0,32437,2.1080755411797076,-0.2958597794572336,-0.26284929452622546,3.435652174,2
48,-1.6498923724484698,4,1,2798.0,13261,2.1080755411797076,-0.30151622850643783,-0.2702180688016699,4.445217391,2
49,-1.6498923724484698,4,1,1465.0,732,2.1080755411797076,-0.3026526334171521,-0.27169848720546297,0.569545455,2
50,-1.6498923724484698,4,1,10729.0,7416,2.1080755411797076,-0.29475491766857204,-0.2614099680061085,0.666956522,2
52,-1.6498923724484698,2,1,89591.0,90509,2.1080755411797076,-0.22752373682179797,-0.17382650502041208,0.999545455,2
0,-1.6498923724484698,4,7,98047.0,648365,0.10684566482878259,-0.2203148546575069,-0.16443534371322927,6.232,1
1,-1.6498923724484698,1,7,475396.0,221453,0.10684566482878259,0.1013815119239818,0.25464522961980274,0.400833333,1
2,-1.6498923724484698,1,7,415816.0,282231,0.10684566482878259,0.05058856025079571,0.1884761909866487,0.601764706,1
2,-1.6498923724484698,2,7,451.0,536,0.10684566482878259,-0.30351708546476225,-0.27282462693648046,1.19,1
2,-1.6498923724484698,3,7,846.0,498,0.10684566482878259,-0.3031803413239279,-0.27238594331345095,0.59,1
5,-1.6498923724484698,4,7,4387.0,10342,0.10684566482878259,-0.3001615792917904,-0.26845333898649565,2.238,1
6,-1.6498923724484698,4,7,20218.0,1153,0.10684566482878259,-0.28666538563723837,-0.25087156573034486,0.06,1
8,-1.6498923724484698,1,7,27246.0,23245,0.10684566482878259,-0.2806738974808243,-0.24306632901477243,0.831818182,1
9,-1.6498923724484698,4,7,17935.0,2982,0.10684566482878259,-0.2886116815195795,-0.2534070460123102,0.118,1
10,-1.6498923724484698,1,7,636495.0,976876,0.10684566482878259,0.2387211178588359,0.4335604017373335,1.556521739,1
12,-1.6498923724484698,4,7,170319.0,146498,0.10684566482878259,-0.1587017596033863,-0.08417067838769537,1.123703704,1
13,-1.6498923724484698,4,7,3574.0,3034,0.10684566482878259,-0.3008546754601405,-0.2693562498359208,1.459411765,1
14,-1.6498923724484698,1,7,3896.0,51169,0.10684566482878259,-0.3005801650465996,-0.26899863938879304,12.75944444,1
15,-1.6498923724484698,2,7,355326.0,202508,0.10684566482878259,-0.0009801817215276671,0.12129651413335077,0.573478261,1
16,-1.6498923724484698,1,7,1012577.0,929016,0.10684566482878259,0.5593373456392181,0.8512338557023191,0.8568,1
16,-1.6498923724484698,2,7,217445.0,263118,0.10684566482878259,-0.1185260523098219,-0.031832945681652784,1.3052,1
18,-1.6498923724484698,1,7,189486.0,90718,0.10684566482878259,-0.14236156986320575,-0.06288397205198434,0.504615385,1
18,-1.6498923724484698,2,7,134779.0,62084,0.10684566482878259,-0.18900020711035231,-0.12364109854584064,0.4492,1
19,-1.6498923724484698,1,7,420808.0,616645,0.10684566482878259,0.054844324177491674,0.19402026350858065,1.305714286,1
19,-1.6498923724484698,2,7,1420162.0,1003450,0.10684566482878259,0.9068104105555584,1.3038942721389437,0.7235,1
19,-1.6498923724484698,3,7,8897.0,23144,0.10684566482878259,-0.2963167284685935,-0.2634445715438047,2.461333333,1
22,-1.6498923724484698,2,7,19806.0,6441,0.10684566482878259,-0.2870166225638807,-0.25132912940803637,0.315,1
23,-1.6498923724484698,1,7,450472.0,1542607,0.10684566482878259,0.08013338289574266,0.22696484830236852,3.366,1
23,-1.6498923724484698,2,7,49922.0,101605,0.10684566482878259,-0.26134222624649783,-0.2178825572785287,1.97952381,1
23,-1.6498923724484698,3,7,11974.0,27080,0.10684566482878259,-0.2936935342373348,-0.2600272816499776,2.241904762,1
26,-1.6498923724484698,1,7,311720.0,61227,0.10684566482878259,-0.03815502983601157,0.07286806333379868,0.180769231,1
26,-1.6498923724484698,2,7,15627.0,7005,0.10684566482878259,-0.29057929032222657,-0.2559702910805431,0.438823529,1
28,-1.6498923724484698,1,7,41853.0,8104,0.10684566482878259,-0.26822118440445253,-0.22684391969428766,0.214782609,1
30,-1.6498923724484698,1,7,79921.0,362053,0.10684566482878259,-0.2357675743961469,-0.1845659243487538,5.363636364,1
30,-1.6498923724484698,2,7,8882.0,91057,0.10684566482878259,-0.2963295162207771,-0.26346123041556535,8.936315789,1
30,-1.6498923724484698,3,7,4797.0,55339,0.10684566482878259,-0.2998120473987725,-0.2679979964917055,11.86631579,1
35,-1.6498923724484698,1,7,1730.0,15872,0.10684566482878259,-0.30242671646190883,-0.2714041804710255,9.265882353,1
35,-1.6498923724484698,2,7,494.0,4882,0.10684566482878259,-0.3034804272418359,-0.2727768715041,8.948181818,1
35,-1.6498923724484698,3,7,1583.0,13707,0.10684566482878259,-0.3025520364333079,-0.27156743741427947,7.827,1
36,-1.6498923724484698,1,7,28755.0,317052,0.10684566482878259,-0.27938744961115597,-0.24139044651565478,12.37333333,1
36,-1.6498923724484698,2,7,4173.0,82124,0.10684566482878259,-0.3003440178896095,-0.268691005556947,18.90714286,1
36,-1.6498923724484698,3,7,1137.0,19387,0.10684566482878259,-0.3029322589315664,-0.2720627612012951,17.6,1
36,-1.6498923724484698,4,7,268.0,3910,0.10684566482878259,-0.3036730960414019,-0.27302786517195987,14.59,1
37,-1.6498923724484698,1,7,986173.0,1664767,0.10684566482878259,0.5368274917288656,0.8219097990378377,1.418,1
37,-1.6498923724484698,2,7,33833.0,45301,0.10684566482878259,-0.2750583692386075,-0.23575086312896198,1.361,1
37,-1.6498923724484698,3,7,10673.0,24008,0.10684566482878259,-0.2948026586100575,-0.26147216112734817,2.239230769,1
38,-1.6498923724484698,1,7,6673.0,1790,0.10684566482878259,-0.29821272585901254,-0.26591452693017825,0.210625,1
39,-1.6498923724484698,1,7,1079193.0,2599170,0.10684566482878259,0.6161286056033164,0.9252170157826511,2.310740741,1
39,-1.6498923724484698,2,7,51782.0,106072,0.10684566482878259,-0.25975654497573375,-0.2158168571802127,2.054285714,1
39,-1.6498923724484698,3,7,295830.0,951569,0.10684566482878259,-0.051701521982485676,0.05522076518205617,2.99375,1
40,-1.6498923724484698,2,7,97487.0,58727,0.10684566482878259,-0.2207922640723606,-0.16505727492562552,0.616428571,1
42,-1.6498923724484698,1,7,115250.0,46673,0.10684566482878259,-0.2056490079365633,-0.14532983898670782,0.417307692,1
44,-1.6498923724484698,1,7,65309.0,70294,0.10684566482878259,-0.24822455005657987,-0.20079388662649209,1.060588235,1
46,-1.6498923724484698,1,7,430676.0,127090,0.10684566482878259,0.06325696008066388,0.2049795799441624,0.382608696,1
46,-1.6498923724484698,2,7,359514.0,112736,0.10684566482878259,0.0025901586881283654,0.1259476711289139,0.390416667,1
46,-1.6498923724484698,3,7,43156.0,24211,0.10684566482878259,-0.26711035499810537,-0.2253968190340158,0.595217391,1
50,-1.6498923724484698,4,7,5007.0,25386,0.10684566482878259,-0.2996330188682023,-0.267764772287057,4.682380952,1
52,-1.6498923724484698,2,7,268981.0,219433,0.10684566482878259,-0.07459074587428449,0.02540249532200999,0.848823529,1
0,-1.6498923724484698,4,8,73639.0,68479,3.566726176182745,-0.2411230850106309,-0.19154265984209845,0.797857143,3
3,-1.6498923724484698,4,8,30521.0,386588,3.566726176182745,-0.2778819049207423,-0.2394291420137053,12.85714286,3
5,-1.6498923724484698,4,8,182384.0,68510,3.566726176182745,-0.1484161442637255,-0.07077139253490916,0.261428571,3
6,-1.6498923724484698,4,8,41449.0,4990,3.566726176182745,-0.268565601196597,-0.22729259864037352,0.045555556,3
7,-1.6498923724484698,4,8,91268.0,51336,3.566726176182745,-0.22609406612767358,-0.17196404315757555,0.484285714,3
10,-1.6498923724484698,1,8,10999.0,17752,3.566726176182745,-0.2945247381292676,-0.2611101083144175,1.61,3
12,-1.6498923724484698,4,8,297.0,288,3.566726176182745,-0.30364837305384695,-0.27299565801988934,0.937777778,3
13,-1.6498923724484698,4,8,742.0,12614,3.566726176182745,-0.3032690030724007,-0.27250144482432453,17.0,3
14,-1.6498923724484698,4,8,11107.0,39362,3.566726176182745,-0.2944326663135458,-0.2609901644377411,2.93,3
16,-1.6498923724484698,1,8,7021.0,5219,3.566726176182745,-0.2979160500083535,-0.265528041105332,0.62,3
19,-1.6498923724484698,1,8,2177.0,1108,3.566726176182745,-0.30204564144683804,-0.27090774609255924,0.505,3
37,-1.6498923724484698,1,8,1157.0,936,3.566726176182745,-0.3029152085953216,-0.2720405493722809,0.81,3
39,-1.6498923724484698,0,8,120217.0,235849,3.566726176182745,-0.2014145569301733,-0.13981353125104357,1.856923077,3
39,-1.6498923724484698,3,8,57700.0,144872,3.566726176182745,-0.2547113504809047,-0.2092443769749256,2.116153846,3
39,-1.6498923724484698,5,8,174714.0,346022,3.566726176182745,-0.1549549482135969,-0.07928962896183585,1.937142857,3
42,-1.6498923724484698,1,8,3303.0,1057,3.566726176182745,-0.30108570751625724,-0.26965722011906257,0.467272727,3
45,-1.6498923724484698,4,8,6160.0,472160,3.566726176182745,-0.29865006698369106,-0.2664842603443912,64.83,3
47,-1.6498923724484698,4,8,1099.0,11924,3.566726176182745,-0.3029646545704314,-0.27210496367642195,11.718,3
48,-1.6498923724484698,4,8,112774.0,2630155,3.566726176182745,-0.2077598395636665,-0.14807966341865963,25.51785714,3
49,-1.6498923724484698,4,8,41.0,228,3.566726176182745,-0.30386661735778014,-0.27327996943127053,5.56,3
50,-1.6498923724484698,4,8,3706.0,8034,3.566726176182745,-0.300742143240925,-0.2692096517644274,1.997857143,3
0,-1.6498923724484698,4,15,8239.0,13665,1.7386092719448394,-0.2968776845310466,-0.2641753407183703,1.595294118,0
1,-1.6498923724484698,1,15,2606.0,1672,1.7386092719448394,-0.3016799117343877,-0.2704313023602057,0.756923077,0
2,-1.6498923724484698,1,15,175.0,84,1.7386092719448394,-0.3037523801049401,-0.2731311501768757,0.436666667,0
4,-1.6498923724484698,2,15,5938.0,5910,1.7386092719448394,-0.2988393257160081,-0.26673081164644824,1.10375,0
6,-1.6498923724484698,4,15,2875.0,690,1.7386092719448394,-0.3014505847118954,-0.2701325532599654,0.24,0
8,-1.6498923724484698,2,15,54.0,38,1.7386092719448394,-0.303855534639221,-0.2732655317424113,0.7,0
10,-1.6498923724484698,1,15,200.0,73,1.7386092719448394,-0.3037310671846341,-0.273103385390608,0.37,0
12,-1.6498923724484698,4,15,64354.0,51303,1.7386092719448394,-0.2490387036122679,-0.20185450146191775,0.890555556,0
14,-1.6498923724484698,1,15,9398.0,18839,1.7386092719448394,-0.2958896175456619,-0.26288816522700026,1.449444444,0
15,-1.6498923724484698,2,15,23286.0,18971,1.7386092719448394,-0.2840498640572898,-0.2474642711595742,0.875,0
16,-1.6498923724484698,4,15,30157.0,34994,1.7386092719448394,-0.2781922210403972,-0.23983339730176284,1.128571429,0
18,-1.6498923724484698,2,15,4958.0,2043,1.7386092719448394,-0.29967479219200205,-0.2678191912681416,0.422,0
19,-1.6498923724484698,1,15,886.0,414,1.7386092719448394,-0.30314624065143836,-0.27234151965542264,0.465,0
20,-1.6498923724484698,1,15,612066.0,7373630,1.7386092719448394,0.21789498465265492,0.40642976318799956,13.24705882,0
21,-1.6498923724484698,2,15,23300.0,20850,1.7386092719448394,-0.2840379288219185,-0.24744872287926428,0.774666667,0
22,-1.6498923724484698,2,15,10323.0,2691,1.7386092719448394,-0.295101039494341,-0.2618608681350958,0.24,0
23,-1.6498923724484698,1,15,38519.0,121161,1.7386092719448394,-0.2710634754564566,-0.23054663159094654,2.634,0
24,-1.6498923724484698,2,15,51919.0,35600,1.7386092719448394,-0.25963975017245705,-0.21566470615146577,0.600588235,0
25,-1.6498923724484698,1,15,9911.0,81030,1.7386092719448394,-0.29545227642098343,-0.2623184318127873,8.453846154,0
26,-1.6498923724484698,1,15,822.0,429,1.7386092719448394,-0.3032008017274216,-0.2724125975082679,0.5075,0
26,-1.6498923724484698,2,15,2729.0,1598,1.7386092719448394,-0.3015750521664822,-0.27029469961176866,0.61,0
26,-1.6498923724484698,3,15,9320.0,2980,1.7386092719448394,-0.29595611385701653,-0.2629747913601554,0.312857143,0
28,-1.6498923724484698,1,15,7587.0,4100,1.7386092719448394,-0.2974335254926263,-0.26489944634423157,0.4075,0
33,-1.6498923724484698,1,15,768.0,318,1.7386092719448394,-0.30324683763528254,-0.27247256944660614,0.516,0
35,-1.6498923724484698,2,15,9230.0,6776,1.7386092719448394,-0.296032840370118,-0.2630747445907191,0.70625,0
36,-1.6498923724484698,4,15,318199.0,6689636,1.7386092719448394,-0.03263157340951657,0.08006358534293272,18.95944444,0
37,-1.6498923724484698,1,15,12895.0,15648,1.7386092719448394,-0.2929083662532629,-0.25900442692387604,0.91,0
38,-1.6498923724484698,2,15,344358.0,251740,1.7386092719448394,-0.010330586118162515,0.10911554710199074,0.667222222,0
39,-1.6498923724484698,0,15,425002.0,740688,1.7386092719448394,0.05841977968802112,0.19867808405284798,1.751111111,0
39,-1.6498923724484698,3,15,1450473.0,4921984,1.7386092719448394,0.932651047651328,1.3375574096013392,3.22,0
39,-1.6498923724484698,5,15,4028620.0,7653780,1.7386092719448394,3.1305647095742835,4.2008254264685805,1.781666667,0
40,-1.6498923724484698,2,15,48.0,16,1.7386092719448394,-0.3038606497400944,-0.27327219529111557,0.4575,0
